ID,class
5797,6
5798,2
5799,5
5800,7
5801,9
5802,0
5803,0
5804,4
5805,6
5806,4
5807,6
5808,6
5809,8
5810,4
5811,6
5812,1
5813,2
5814,4
5815,1
5816,0
5817,9
5818,5
5819,0
5820,1
5821,1
5822,4
5823,7
5824,7
5825,1
5826,7
5827,4
5828,4
5829,3
5830,7
5831,4
5832,0
5833,9
5834,6
5835,7
5836,0
5837,5
5838,0
5839,9
5840,8
5841,1
5842,0
5843,6
5844,5
5845,4
5846,0
5847,6
5848,9
5849,3
5850,1
5851,2
5852,5
5853,5
5854,6
5855,5
5856,3
5857,0
5858,4
5859,5
5860,6
5861,6
5862,5
5863,2
5864,2
5865,7
5866,6
5867,2
5868,6
5869,7
5870,1
5871,6
5872,4
5873,1
5874,5
5875,6
5876,6
5877,0
5878,7
5879,1
5880,0
5881,8
5882,2
5883,1
5884,6
5885,7
5886,5
5887,8
5888,7
5889,5
5890,6
5891,5
5892,7
5893,0
5894,1
5895,5
5896,9
5897,1
5898,1
5899,1
5900,0
5901,5
5902,1
5903,4
5904,6
5905,2
5906,5
5907,6
5908,6
5909,1
5910,5
5911,7
5912,2
5913,1
5914,5
5915,1
5916,7
5917,8
5918,0
5919,7
5920,4
5921,7
5922,8
5923,7
5924,6
5925,6
5926,8
5927,0
5928,0
5929,5
5930,7
5931,9
5932,6
5933,8
5934,4
5935,9
5936,0
5937,2
5938,7
5939,7
5940,9
5941,6
5942,7
5943,1
5944,6
5945,1
5946,4
5947,0
5948,6
5949,0
5950,7
5951,9
5952,1
5953,2
5954,6
5955,5
5956,0
5957,5
5958,9
5959,0
5960,1
5961,1
5962,6
5963,5
5964,2
5965,8
5966,8
5967,5
5968,7
5969,7
5970,6
5971,1
5972,6
5973,8
5974,6
5975,0
5976,7
5977,1
5978,5
5979,6
5980,6
5981,4
5982,7
5983,5
5984,7
5985,4
5986,7
5987,6
5988,0
5989,7
5990,5
5991,5
5992,7
5993,2
5994,1
5995,1
5996,0
5997,5
5998,1
5999,1
6000,8
6001,9
6002,1
6003,9
6004,2
6005,8
6006,0
6007,8
6008,0
6009,2
6010,1
6011,5
6012,6
6013,4
6014,4
6015,4
6016,7
6017,6
6018,5
6019,7
6020,9
6021,7
6022,5
6023,7
6024,2
6025,4
6026,3
6027,7
6028,6
6029,7
6030,7
6031,8
6032,7
6033,6
6034,0
6035,7
6036,6
6037,2
6038,7
6039,8
6040,6
6041,6
6042,0
6043,4
6044,0
6045,1
6046,4
6047,6
6048,4
6049,4
6050,6
6051,6
6052,2
6053,7
6054,4
6055,0
6056,6
6057,8
6058,7
6059,8
6060,6
6061,0
6062,9
6063,6
6064,7
6065,4
6066,1
6067,1
6068,0
6069,5
6070,6
6071,4
6072,8
6073,7
6074,7
6075,2
6076,0
6077,8
6078,6
6079,7
6080,9
6081,0
6082,1
6083,5
6084,8
6085,6
6086,3
6087,0
6088,0
6089,5
6090,9
6091,5
6092,7
6093,1
6094,6
6095,5
6096,4
6097,9
6098,1
6099,9
6100,5
6101,6
6102,0
6103,5
6104,6
6105,5
6106,7
6107,1
6108,5
6109,1
6110,0
6111,8
6112,6
6113,6
6114,6
6115,3
6116,5
6117,0
6118,5
6119,0
6120,6
6121,7
6122,7
6123,5
6124,5
6125,6
6126,4
6127,1
6128,0
6129,1
6130,6
6131,6
6132,9
6133,6
6134,9
6135,7
6136,7
6137,6
6138,5
6139,9
6140,7
6141,8
6142,0
6143,4
6144,2
6145,0
6146,6
6147,4
6148,5
6149,5
6150,4
6151,5
6152,4
6153,1
6154,0
6155,4
6156,4
6157,4
6158,0
6159,6
6160,9
6161,4
6162,2
6163,4
6164,0
6165,1
6166,6
6167,6
6168,9
6169,0
6170,1
6171,0
6172,5
6173,1
6174,8
6175,0
6176,0
6177,1
6178,0
6179,7
6180,4
6181,6
6182,8
6183,3
6184,0
6185,5
6186,7
6187,0
6188,6
6189,6
6190,1
6191,7
6192,7
6193,0
6194,7
6195,7
6196,5
6197,1
6198,1
6199,9
6200,5
6201,7
6202,0
6203,0
6204,4
6205,5
6206,4
6207,6
6208,5
6209,1
6210,5
6211,7
6212,0
6213,3
6214,6
6215,7
6216,9
6217,5
6218,6
6219,0
6220,0
6221,0
6222,6
6223,6
6224,4
6225,5
6226,7
6227,7
6228,6
6229,0
6230,7
6231,0
6232,3
6233,0
6234,6
6235,7
6236,4
6237,5
6238,5
6239,2
6240,0
6241,4
6242,7
6243,6
6244,2
6245,7
6246,0
6247,9
6248,6
6249,1
6250,8
6251,9
6252,0
6253,0
6254,6
6255,4
6256,9
6257,9
6258,6
6259,0
6260,0
6261,2
6262,0
6263,6
6264,5
6265,8
6266,6
6267,1
6268,1
6269,2
6270,5
6271,0
6272,6
6273,5
6274,2
6275,4
6276,7
6277,8
6278,7
6279,4
6280,4
6281,1
6282,5
6283,5
6284,6
6285,7
6286,8
6287,1
6288,1
6289,7
6290,4
6291,6
6292,9
6293,9
6294,7
6295,4
6296,8
6297,5
6298,6
6299,6
6300,8
6301,6
6302,6
6303,1
6304,6
6305,8
6306,5
6307,4
6308,7
6309,7
6310,1
6311,7
6312,3
6313,5
6314,8
6315,6
6316,7
6317,1
6318,6
6319,0
6320,2
6321,0
6322,7
6323,0
6324,1
6325,6
6326,1
6327,6
6328,6
6329,1
6330,3
6331,1
6332,2
6333,4
6334,6
6335,7
6336,5
6337,0
6338,1
6339,7
6340,4
6341,9
6342,6
6343,6
6344,1
6345,2
6346,1
6347,6
6348,1
6349,8
6350,1
6351,4
6352,0
6353,7
6354,5
6355,9
6356,9
6357,8
6358,9
6359,0
6360,7
6361,9
6362,0
6363,1
6364,6
6365,0
6366,4
6367,6
6368,5
6369,8
6370,7
6371,0
6372,8
6373,7
6374,8
6375,5
6376,7
6377,1
6378,8
6379,1
6380,7
6381,0
6382,1
6383,6
6384,8
6385,4
6386,0
6387,0
6388,2
6389,6
6390,4
6391,1
6392,0
6393,7
6394,5
6395,5
6396,9
6397,0
6398,0
6399,9
6400,0
6401,7
6402,7
6403,7
6404,6
6405,8
6406,0
6407,5
6408,6
6409,6
6410,0
6411,5
6412,8
6413,7
6414,6
6415,9
6416,6
6417,7
6418,0
6419,7
6420,5
6421,9
6422,6
6423,5
6424,8
